"gender","occ","employ_n","year"
"Women","Service occupations, except protective",52000,2016
"Women","Sales and related occupations",33000,2016
"Women","Office and administrative support occupations",810000,2016
"Women","Farming, fishing, and forestry occupations",0,2016
"Women","Construction and extraction occupations",8000,2016
"Women","Installation, maintenance, and repair occupations",12000,2016
"Women","Production occupations",55000,2016
"Women","Transportation and material moving occupations",557000,2016
"Women","Management, business, and financial operations occupations",264000,2016
"Women","Professional and related occupations",390000,2016
"Women","Protective service occupations",3000,2016
"Women","Service occupations, except protective",40000,2016
"Women","Sales and related occupations",139000,2016
"Women","Office and administrative support occupations",279000,2016
"Women","Farming, fishing, and forestry occupations",0,2016
"Women","Construction and extraction occupations",2000,2016
"Women","Installation, maintenance, and repair occupations",23000,2016
"Women","Production occupations",6000,2016
"Women","Transportation and material moving occupations",14000,2016
"Women","Management, business, and financial operations occupations",2066000,2016
"Women","Professional and related occupations",376000,2016
"Women","Protective service occupations",31000,2016
"Women","Service occupations, except protective",98000,2016
"Women","Sales and related occupations",1077000,2016
"Women","Office and administrative support occupations",1750000,2016
"Women","Farming, fishing, and forestry occupations",1000,2016
"Women","Construction and extraction occupations",1000,2016
"Women","Installation, maintenance, and repair occupations",8000,2016
"Women","Production occupations",16000,2016
"Women","Transportation and material moving occupations",13000,2016
"Women","Management, business, and financial operations occupations",2049000,2016
"Women","Professional and related occupations",2113000,2016
"Women","Protective service occupations",127000,2016
"Women","Service occupations, except protective",1042000,2016
"Women","Sales and related occupations",292000,2016
"Women","Office and administrative support occupations",1751000,2016
"Women","Farming, fishing, and forestry occupations",2000,2016
"Women","Construction and extraction occupations",7000,2016
"Women","Installation, maintenance, and repair occupations",14000,2016
"Women","Production occupations",87000,2016
"Women","Transportation and material moving occupations",97000,2016
"Women","Management, business, and financial operations occupations",2180000,2016
"Women","Professional and related occupations",13789000,2016
"Women","Protective service occupations",73000,2016
"Women","Service occupations, except protective",5977000,2016
"Women","Sales and related occupations",81000,2016
"Women","Office and administrative support occupations",3164000,2016
"Women","Farming, fishing, and forestry occupations",1000,2016
"Women","Construction and extraction occupations",4000,2016
"Women","Installation, maintenance, and repair occupations",20000,2016
"Women","Production occupations",99000,2016
"Women","Transportation and material moving occupations",185000,2016
"Women","Management, business, and financial operations occupations",898000,2016
"Women","Professional and related occupations",414000,2016
"Women","Protective service occupations",64000,2016
"Women","Service occupations, except protective",4418000,2016
"Women","Sales and related occupations",781000,2016
"Women","Office and administrative support occupations",477000,2016
"Women","Farming, fishing, and forestry occupations",1000,2016
"Women","Construction and extraction occupations",3000,2016
"Women","Installation, maintenance, and repair occupations",6000,2016
"Women","Production occupations",69000,2016
"Women","Transportation and material moving occupations",58000,2016
"Women","Management, business, and financial operations occupations",426000,2016
"Women","Professional and related occupations",401000,2016
"Women","Protective service occupations",7000,2016
"Women","Service occupations, except protective",2170000,2016
"Women","Sales and related occupations",98000,2016
"Women","Office and administrative support occupations",524000,2016
"Women","Farming, fishing, and forestry occupations",0,2016
"Women","Construction and extraction occupations",2000,2016
"Women","Installation, maintenance, and repair occupations",26000,2016
"Women","Production occupations",137000,2016
"Women","Transportation and material moving occupations",30000,2016
"Women","Management, business, and financial operations occupations",422000,2016
"Women","Professional and related occupations",397000,2016
"Women","Protective service occupations",7000,2016
"Women","Service occupations, except protective",1518000,2016
"Women","Sales and related occupations",98000,2016
"Women","Office and administrative support occupations",522000,2016
"Women","Farming, fishing, and forestry occupations",0,2016
"Women","Construction and extraction occupations",2000,2016
"Women","Installation, maintenance, and repair occupations",26000,2016
"Women","Production occupations",136000,2016
"Women","Transportation and material moving occupations",29000,2016
"Women","Management, business, and financial operations occupations",4000,2016
"Women","Professional and related occupations",4000,2016
"Women","Protective service occupations",0,2016
"Women","Service occupations, except protective",652000,2016
"Women","Sales and related occupations",0,2016
"Women","Office and administrative support occupations",2000,2016
"Women","Farming, fishing, and forestry occupations",0,2016
"Women","Construction and extraction occupations",0,2016
"Women","Installation, maintenance, and repair occupations",0,2016
"Women","Production occupations",1000,2016
"Women","Transportation and material moving occupations",1000,2016
"Women","Management, business, and financial operations occupations",689000,2016
"Women","Professional and related occupations",905000,2016
"Women","Protective service occupations",355000,2016
"Women","Service occupations, except protective",195000,2016
"Women","Sales and related occupations",19000,2016
"Women","Office and administrative support occupations",898000,2016
"Women","Farming, fishing, and forestry occupations",6000,2016
"Women","Construction and extraction occupations",3000,2016
"Women","Installation, maintenance, and repair occupations",3000,2016
"Women","Production occupations",13000,2016
"Women","Transportation and material moving occupations",10000,2016
"Men","Management, business, and financial operations occupations",824000,2015
"Men","Professional and related occupations",34000,2015
"Men","Protective service occupations",16000,2015
"Men","Service occupations, except protective",58000,2015
"Men","Sales and related occupations",8000,2015
"Men","Office and administrative support occupations",11000,2015
"Men","Farming, fishing, and forestry occupations",719000,2015
"Men","Construction and extraction occupations",14000,2015
"Men","Installation, maintenance, and repair occupations",31000,2015
"Men","Production occupations",24000,2015
"Men","Transportation and material moving occupations",86000,2015
"Men","Management, business, and financial operations occupations",108000,2015
"Men","Professional and related occupations",130000,2015
"Men","Protective service occupations",2000,2015
"Men","Service occupations, except protective",4000,2015
"Men","Sales and related occupations",12000,2015
"Men","Office and administrative support occupations",27000,2015
"Men","Farming, fishing, and forestry occupations",1000,2015
"Men","Construction and extraction occupations",284000,2015
"Men","Installation, maintenance, and repair occupations",72000,2015
"Men","Production occupations",60000,2015
"Men","Transportation and material moving occupations",98000,2015
"Men","Management, business, and financial operations occupations",1517000,2015
"Men","Professional and related occupations",199000,2015
"Men","Protective service occupations",7000,2015
"Men","Service occupations, except protective",33000,2015
"Men","Sales and related occupations",71000,2015
"Men","Office and administrative support occupations",76000,2015
"Men","Farming, fishing, and forestry occupations",4000,2015
"Men","Construction and extraction occupations",6191000,2015
"Men","Installation, maintenance, and repair occupations",524000,2015
"Men","Production occupations",149000,2015
"Men","Transportation and material moving occupations",235000,2015
"Men","Management, business, and financial operations occupations",1777000,2015
"Men","Professional and related occupations",1674000,2015
"Men","Protective service occupations",22000,2015
"Men","Service occupations, except protective",121000,2015
"Men","Sales and related occupations",438000,2015
"Men","Office and administrative support occupations",483000,2015
"Men","Farming, fishing, and forestry occupations",27000,2015
"Men","Construction and extraction occupations",282000,2015
"Men","Installation, maintenance, and repair occupations",650000,2015
"Men","Production occupations",4353000,2015
"Men","Transportation and material moving occupations",1055000,2015
"Men","Management, business, and financial operations occupations",1180000,2015
"Men","Professional and related occupations",1294000,2015
"Men","Protective service occupations",12000,2015
"Men","Service occupations, except protective",63000,2015
"Men","Sales and related occupations",270000,2015
"Men","Office and administrative support occupations",298000,2015
"Men","Farming, fishing, and forestry occupations",4000,2015
"Men","Construction and extraction occupations",231000,2015
"Men","Installation, maintenance, and repair occupations",419000,2015
"Men","Production occupations",2961000,2015
"Men","Transportation and material moving occupations",593000,2015
"Men","Management, business, and financial operations occupations",597000,2015
"Men","Professional and related occupations",379000,2015
"Men","Protective service occupations",10000,2015
"Men","Service occupations, except protective",58000,2015
"Men","Sales and related occupations",167000,2015
"Men","Office and administrative support occupations",185000,2015
"Men","Farming, fishing, and forestry occupations",22000,2015
"Men","Construction and extraction occupations",51000,2015
"Men","Installation, maintenance, and repair occupations",231000,2015
"Men","Production occupations",1392000,2015
"Men","Transportation and material moving occupations",462000,2015
"Men","Management, business, and financial operations occupations",837000,2015
"Men","Professional and related occupations",505000,2015
"Men","Protective service occupations",51000,2015
"Men","Service occupations, except protective",297000,2015
"Men","Sales and related occupations",5171000,2015
"Men","Office and administrative support occupations",1477000,2015
"Men","Farming, fishing, and forestry occupations",32000,2015
"Men","Construction and extraction occupations",103000,2015
"Men","Installation, maintenance, and repair occupations",744000,2015
"Men","Production occupations",380000,2015
"Men","Transportation and material moving occupations",1626000,2015
"Men","Management, business, and financial operations occupations",335000,2015
"Men","Professional and related occupations",120000,2015
"Men","Protective service occupations",5000,2015
"Men","Service occupations, except protective",30000,2015
"Men","Sales and related occupations",972000,2015
"Men","Office and administrative support occupations",251000,2015
"Men","Farming, fishing, and forestry occupations",26000,2015
"Men","Construction and extraction occupations",28000,2015
"Men","Installation, maintenance, and repair occupations",128000,2015
"Men","Production occupations",71000,2015
"Men","Transportation and material moving occupations",599000,2015
"Men","Management, business, and financial operations occupations",502000,2015
"Men","Professional and related occupations",385000,2015
"Men","Protective service occupations",47000,2015
"Men","Service occupations, except protective",267000,2015
"Men","Sales and related occupations",4200000,2015
"Men","Office and administrative support occupations",1225000,2015
"Men","Farming, fishing, and forestry occupations",6000,2015
"Men","Construction and extraction occupations",74000,2015
"Men","Installation, maintenance, and repair occupations",616000,2015
"Men","Production occupations",309000,2015
"Men","Transportation and material moving occupations",1027000,2015
"Men","Management, business, and financial operations occupations",546000,2015
"Men","Professional and related occupations",277000,2015
"Men","Protective service occupations",22000,2015
"Men","Service occupations, except protective",77000,2015
"Men","Sales and related occupations",68000,2015
"Men","Office and administrative support occupations",853000,2015
"Men","Farming, fishing, and forestry occupations",4000,2015
"Men","Construction and extraction occupations",160000,2015
"Men","Installation, maintenance, and repair occupations",488000,2015
"Men","Production occupations",290000,2015
"Men","Transportation and material moving occupations",3193000,2015
"Men","Management, business, and financial operations occupations",360000,2015
"Men","Professional and related occupations",739000,2015
"Men","Protective service occupations",11000,2015
"Men","Service occupations, except protective",38000,2015
"Men","Sales and related occupations",186000,2015
"Men","Office and administrative support occupations",141000,2015
"Men","Farming, fishing, and forestry occupations",0,2015
"Men","Construction and extraction occupations",5000,2015
"Men","Installation, maintenance, and repair occupations",280000,2015
"Men","Production occupations",31000,2015
"Men","Transportation and material moving occupations",25000,2015
"Men","Management, business, and financial operations occupations",2157000,2015
"Men","Professional and related occupations",469000,2015
"Men","Protective service occupations",26000,2015
"Men","Service occupations, except protective",219000,2015
"Men","Sales and related occupations",1084000,2015
"Men","Office and administrative support occupations",422000,2015
"Men","Farming, fishing, and forestry occupations",1000,2015
"Men","Construction and extraction occupations",31000,2015
"Men","Installation, maintenance, and repair occupations",209000,2015
"Men","Production occupations",24000,2015
"Men","Transportation and material moving occupations",99000,2015
"Men","Management, business, and financial operations occupations",2464000,2015
"Men","Professional and related occupations",3587000,2015
"Men","Protective service occupations",423000,2015
"Men","Service occupations, except protective",1723000,2015
"Men","Sales and related occupations",320000,2015
"Men","Office and administrative support occupations",537000,2015
"Men","Farming, fishing, and forestry occupations",7000,2015
"Men","Construction and extraction occupations",153000,2015
"Men","Installation, maintenance, and repair occupations",277000,2015
"Men","Production occupations",277000,2015
"Men","Transportation and material moving occupations",492000,2015
"Men","Management, business, and financial operations occupations",1071000,2015
"Men","Professional and related occupations",4972000,2015
"Men","Protective service occupations",128000,2015
"Men","Service occupations, except protective",1371000,2015
"Men","Sales and related occupations",29000,2015
"Men","Office and administrative support occupations",397000,2015
"Men","Farming, fishing, and forestry occupations",0,2015
"Men","Construction and extraction occupations",82000,2015
"Men","Installation, maintenance, and repair occupations",216000,2015
"Men","Production occupations",72000,2015
"Men","Transportation and material moving occupations",214000,2015
"Men","Management, business, and financial operations occupations",1030000,2015
"Men","Professional and related occupations",505000,2015
"Men","Protective service occupations",125000,2015
"Men","Service occupations, except protective",4127000,2015
"Men","Sales and related occupations",291000,2015
"Men","Office and administrative support occupations",201000,2015
"Men","Farming, fishing, and forestry occupations",3000,2015
"Men","Construction and extraction occupations",37000,2015
"Men","Installation, maintenance, and repair occupations",107000,2015
"Men","Production occupations",73000,2015
"Men","Transportation and material moving occupations",256000,2015
"Men","Management, business, and financial operations occupations",285000,2015
"Men","Professional and related occupations",589000,2015
"Men","Protective service occupations",11000,2015
"Men","Service occupations, except protective",538000,2015
"Men","Sales and related occupations",269000,2015
"Men","Office and administrative support occupations",96000,2015
"Men","Farming, fishing, and forestry occupations",2000,2015
"Men","Construction and extraction occupations",25000,2015
"Men","Installation, maintenance, and repair occupations",1119000,2015
"Men","Production occupations",286000,2015
"Men","Transportation and material moving occupations",281000,2015
"Men","Management, business, and financial operations occupations",282000,2015
"Men","Professional and related occupations",589000,2015
"Men","Protective service occupations",11000,2015
"Men","Service occupations, except protective",494000,2015
"Men","Sales and related occupations",268000,2015
"Men","Office and administrative support occupations",96000,2015
"Men","Farming, fishing, and forestry occupations",2000,2015
"Men","Construction and extraction occupations",24000,2015
"Men","Installation, maintenance, and repair occupations",1119000,2015
"Men","Production occupations",286000,2015
"Men","Transportation and material moving occupations",271000,2015
"Men","Management, business, and financial operations occupations",3000,2015
"Men","Professional and related occupations",0,2015
"Men","Protective service occupations",0,2015
"Men","Service occupations, except protective",44000,2015
"Men","Sales and related occupations",0,2015
"Men","Office and administrative support occupations",0,2015
"Men","Farming, fishing, and forestry occupations",0,2015
"Men","Construction and extraction occupations",1000,2015
"Men","Installation, maintenance, and repair occupations",1000,2015
"Men","Production occupations",0,2015
"Men","Transportation and material moving occupations",9000,2015
"Men","Management, business, and financial operations occupations",612000,2015
"Men","Professional and related occupations",821000,2015
"Men","Protective service occupations",1600000,2015
"Men","Service occupations, except protective",156000,2015
"Men","Sales and related occupations",14000,2015
"Men","Office and administrative support occupations",259000,2015
"Men","Farming, fishing, and forestry occupations",14000,2015
"Men","Construction and extraction occupations",77000,2015
"Men","Installation, maintenance, and repair occupations",116000,2015
"Men","Production occupations",51000,2015
"Men","Transportation and material moving occupations",72000,2015
"Women","Management, business, and financial operations occupations",261000,2015
"Women","Professional and related occupations",16000,2015
"Women","Protective service occupations",2000,2015
"Women","Service occupations, except protective",33000,2015
"Women","Sales and related occupations",9000,2015
"Women","Office and administrative support occupations",76000,2015
"Women","Farming, fishing, and forestry occupations",184000,2015
"Women","Construction and extraction occupations",0,2015
"Women","Installation, maintenance, and repair occupations",0,2015
"Women","Production occupations",6000,2015
"Women","Transportation and material moving occupations",9000,2015
"Women","Management, business, and financial operations occupations",42000,2015
"Women","Professional and related occupations",18000,2015
"Women","Protective service occupations",0,2015
"Women","Service occupations, except protective",1000,2015
"Women","Sales and related occupations",1000,2015
"Women","Office and administrative support occupations",45000,2015
"Women","Farming, fishing, and forestry occupations",0,2015
"Women","Construction and extraction occupations",8000,2015
"Women","Installation, maintenance, and repair occupations",1000,2015
"Women","Production occupations",1000,2015
"Women","Transportation and material moving occupations",2000,2015
"Women","Management, business, and financial operations occupations",244000,2015
"Women","Professional and related occupations",38000,2015
"Women","Protective service occupations",3000,2015
"Women","Service occupations, except protective",6000,2015
"Women","Sales and related occupations",27000,2015
"Women","Office and administrative support occupations",433000,2015
"Women","Farming, fishing, and forestry occupations",0,2015
"Women","Construction and extraction occupations",155000,2015
"Women","Installation, maintenance, and repair occupations",10000,2015
"Women","Production occupations",4000,2015
"Women","Transportation and material moving occupations",9000,2015
"Women","Management, business, and financial operations occupations",842000,2015
"Women","Professional and related occupations",506000,2015
"Women","Protective service occupations",8000,2015
"Women","Service occupations, except protective",72000,2015
"Women","Sales and related occupations",225000,2015
"Women","Office and administrative support occupations",798000,2015
"Women","Farming, fishing, and forestry occupations",28000,2015
"Women","Construction and extraction occupations",12000,2015
"Women","Installation, maintenance, and repair occupations",30000,2015
"Women","Production occupations",1719000,2015
"Women","Transportation and material moving occupations",216000,2015
"Women","Management, business, and financial operations occupations",494000,2015
"Women","Professional and related occupations",271000,2015
"Women","Protective service occupations",4000,2015
"Women","Service occupations, except protective",25000,2015
"Women","Sales and related occupations",87000,2015
"Women","Office and administrative support occupations",479000,2015
"Women","Farming, fishing, and forestry occupations",0,2015
"Women","Construction and extraction occupations",8000,2015
"Women","Installation, maintenance, and repair occupations",17000,2015
"Women","Production occupations",893000,2015
"Women","Transportation and material moving occupations",105000,2015
"Women","Management, business, and financial operations occupations",349000,2015
"Women","Professional and related occupations",235000,2015
"Women","Protective service occupations",3000,2015
"Women","Service occupations, except protective",47000,2015
"Women","Sales and related occupations",138000,2015
"Women","Office and administrative support occupations",319000,2015
"Women","Farming, fishing, and forestry occupations",28000,2015
"Women","Construction and extraction occupations",4000,2015
"Women","Installation, maintenance, and repair occupations",12000,2015
"Women","Production occupations",826000,2015
"Women","Transportation and material moving occupations",110000,2015
"Women","Management, business, and financial operations occupations",607000,2015
"Women","Professional and related occupations",602000,2015
"Women","Protective service occupations",26000,2015
"Women","Service occupations, except protective",398000,2015
"Women","Sales and related occupations",5005000,2015
"Women","Office and administrative support occupations",1843000,2015
"Women","Farming, fishing, and forestry occupations",31000,2015
"Women","Construction and extraction occupations",3000,2015
"Women","Installation, maintenance, and repair occupations",27000,2015
"Women","Production occupations",245000,2015
"Women","Transportation and material moving occupations",311000,2015
"Women","Management, business, and financial operations occupations",196000,2015
"Women","Professional and related occupations",48000,2015
"Women","Protective service occupations",1000,2015
"Women","Service occupations, except protective",14000,2015
"Women","Sales and related occupations",332000,2015
"Women","Office and administrative support occupations",340000,2015
"Women","Farming, fishing, and forestry occupations",26000,2015
"Women","Construction and extraction occupations",1000,2015
"Women","Installation, maintenance, and repair occupations",2000,2015
"Women","Production occupations",38000,2015
"Women","Transportation and material moving occupations",73000,2015
"Women","Management, business, and financial operations occupations",411000,2015
"Women","Professional and related occupations",554000,2015
"Women","Protective service occupations",25000,2015
"Women","Service occupations, except protective",383000,2015
"Women","Sales and related occupations",4673000,2015
"Women","Office and administrative support occupations",1503000,2015
"Women","Farming, fishing, and forestry occupations",5000,2015
"Women","Construction and extraction occupations",2000,2015
"Women","Installation, maintenance, and repair occupations",25000,2015
"Women","Production occupations",207000,2015
"Women","Transportation and material moving occupations",238000,2015
"Women","Management, business, and financial operations occupations",243000,2015
"Women","Professional and related occupations",87000,2015
"Women","Protective service occupations",13000,2015
"Women","Service occupations, except protective",47000,2015
"Women","Sales and related occupations",37000,2015
"Women","Office and administrative support occupations",795000,2015
"Women","Farming, fishing, and forestry occupations",1000,2015
"Women","Construction and extraction occupations",3000,2015
"Women","Installation, maintenance, and repair occupations",10000,2015
"Women","Production occupations",33000,2015
"Women","Transportation and material moving occupations",481000,2015
"Women","Management, business, and financial operations occupations",259000,2015
"Women","Professional and related occupations",385000,2015
"Women","Protective service occupations",2000,2015
"Women","Service occupations, except protective",37000,2015
"Women","Sales and related occupations",143000,2015
"Women","Office and administrative support occupations",301000,2015
"Women","Farming, fishing, and forestry occupations",0,2015
"Women","Construction and extraction occupations",0,2015
"Women","Installation, maintenance, and repair occupations",16000,2015
"Women","Production occupations",14000,2015
"Women","Transportation and material moving occupations",14000,2015
"Women","Management, business, and financial operations occupations",1996000,2015
"Women","Professional and related occupations",356000,2015
"Women","Protective service occupations",26000,2015
"Women","Service occupations, except protective",96000,2015
"Women","Sales and related occupations",1088000,2015
"Women","Office and administrative support occupations",1750000,2015
"Women","Farming, fishing, and forestry occupations",0,2015
"Women","Construction and extraction occupations",3000,2015
"Women","Installation, maintenance, and repair occupations",10000,2015
"Women","Production occupations",11000,2015
"Women","Transportation and material moving occupations",9000,2015
"Women","Management, business, and financial operations occupations",1880000,2015
"Women","Professional and related occupations",1966000,2015
"Women","Protective service occupations",110000,2015
"Women","Service occupations, except protective",972000,2015
"Women","Sales and related occupations",283000,2015
"Women","Office and administrative support occupations",1717000,2015
"Women","Farming, fishing, and forestry occupations",5000,2015
"Women","Construction and extraction occupations",9000,2015
"Women","Installation, maintenance, and repair occupations",15000,2015
"Women","Production occupations",101000,2015
"Women","Transportation and material moving occupations",93000,2015
"Women","Management, business, and financial operations occupations",2188000,2015
"Women","Professional and related occupations",13682000,2015
"Women","Protective service occupations",64000,2015
"Women","Service occupations, except protective",5646000,2015
"Women","Sales and related occupations",88000,2015
"Women","Office and administrative support occupations",3164000,2015
"Women","Farming, fishing, and forestry occupations",1000,2015
"Women","Construction and extraction occupations",7000,2015
"Women","Installation, maintenance, and repair occupations",16000,2015
"Women","Production occupations",100000,2015
"Women","Transportation and material moving occupations",168000,2015
"Women","Management, business, and financial operations occupations",901000,2015
"Women","Professional and related occupations",402000,2015
"Women","Protective service occupations",56000,2015
"Women","Service occupations, except protective",4359000,2015
"Women","Sales and related occupations",724000,2015
"Women","Office and administrative support occupations",501000,2015
"Women","Farming, fishing, and forestry occupations",1000,2015
"Women","Construction and extraction occupations",1000,2015
"Women","Installation, maintenance, and repair occupations",5000,2015
"Women","Production occupations",73000,2015
"Women","Transportation and material moving occupations",43000,2015
"Women","Management, business, and financial operations occupations",366000,2015
"Women","Professional and related occupations",409000,2015
"Women","Protective service occupations",4000,2015
"Women","Service occupations, except protective",2157000,2015
"Women","Sales and related occupations",97000,2015
"Women","Office and administrative support occupations",537000,2015
"Women","Farming, fishing, and forestry occupations",1000,2015
"Women","Construction and extraction occupations",0,2015
"Women","Installation, maintenance, and repair occupations",29000,2015
"Women","Production occupations",139000,2015
"Women","Transportation and material moving occupations",25000,2015
"Women","Management, business, and financial operations occupations",362000,2015
"Women","Professional and related occupations",405000,2015
"Women","Protective service occupations",4000,2015
"Women","Service occupations, except protective",1431000,2015
"Women","Sales and related occupations",97000,2015
"Women","Office and administrative support occupations",532000,2015
"Women","Farming, fishing, and forestry occupations",1000,2015
"Women","Construction and extraction occupations",0,2015
"Women","Installation, maintenance, and repair occupations",28000,2015
"Women","Production occupations",138000,2015
"Women","Transportation and material moving occupations",25000,2015
"Women","Management, business, and financial operations occupations",4000,2015
"Women","Professional and related occupations",4000,2015
"Women","Protective service occupations",0,2015
"Women","Service occupations, except protective",726000,2015
"Women","Sales and related occupations",0,2015
"Women","Office and administrative support occupations",4000,2015
"Women","Farming, fishing, and forestry occupations",0,2015
"Women","Construction and extraction occupations",0,2015
"Women","Installation, maintenance, and repair occupations",0,2015
"Women","Production occupations",1000,2015
"Women","Transportation and material moving occupations",0,2015
"Women","Management, business, and financial operations occupations",689000,2015
"Women","Professional and related occupations",886000,2015
"Women","Protective service occupations",349000,2015
"Women","Service occupations, except protective",200000,2015
"Women","Sales and related occupations",13000,2015
"Women","Office and administrative support occupations",957000,2015
"Women","Farming, fishing, and forestry occupations",7000,2015
"Women","Construction and extraction occupations",6000,2015
"Women","Installation, maintenance, and repair occupations",8000,2015
"Women","Production occupations",6000,2015
"Women","Transportation and material moving occupations",15000,2015
